run_type,cadence,profile,seed,arm,policy,gate_class,irreversible,mode,n,n_agree,n_false_proceed,n_false_stop,n_proceed,n_oracle_proceed,lookups,bytes_read
main,10,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,76,24,0,86,62,0,0
main,10,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,98,0,2,60,62,0,0
main,10,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,62,62,896,109633
main,10,med,0,structural_perhop,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,60,60,0,0
main,10,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,blind,100,82,0,18,62,80,0,0
main,10,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,degrade,100,82,0,18,62,80,0,0
main,10,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,80,80,480,58409
main,10,med,0,structural_perhop,draft_reply_capability,score,False,blind,100,100,0,0,81,81,0,0
main,10,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,81,19,0,78,59,0,0
main,10,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,98,0,2,57,59,0,0
main,10,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,59,59,896,109633
main,10,med,0,structural_perhop,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,83,83,0,0
main,10,med,0,structural_perhop,send_email_fresh_verified,score,True,blind,100,100,0,0,61,61,0,0
main,10,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,blind,100,84,0,16,60,76,0,0
main,10,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,degrade,100,84,0,16,60,76,0,0
main,10,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,76,76,480,58409
main,10,med,0,structural_perhop,summarize_freshness_strict,score,False,blind,100,100,0,0,60,60,0,0
main,10,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,76,24,0,86,62,0,0
main,10,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,98,0,2,60,62,0,0
main,10,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,62,62,896,109633
main,10,med,1,prose,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,57,57,0,0
main,10,med,1,prose,audit_requires_clean_window,lineage_allowlist,False,blind,100,38,0,62,22,84,0,0
main,10,med,1,prose,draft_reply_capability,score,False,blind,100,100,0,0,79,79,0,0
main,10,med,1,prose,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,90,10,0,68,58,0,0
main,10,med,1,prose,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,67,67,0,0
main,10,med,1,prose,send_email_fresh_verified,score,True,blind,100,100,0,0,59,59,0,0
main,10,med,1,prose,send_wire_clean_window,lineage_allowlist,True,blind,100,43,0,57,21,78,0,0
main,10,med,1,prose,summarize_freshness_strict,score,False,blind,100,99,0,1,56,57,0,0
main,10,med,1,prose,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,86,14,0,81,67,0,0
main,10,med,1,structural_min,archive_all_axes_floor,reconstruction,False,blind,100,84,0,16,41,57,0,0
main,10,med,1,structural_min,audit_requires_clean_window,lineage_allowlist,False,blind,100,80,0,20,64,84,0,0
main,10,med,1,structural_min,audit_requires_clean_window,lineage_allowlist,False,degrade,100,80,0,20,64,84,0,0
main,10,med,1,structural_min,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,84,84,917,115135
main,10,med,1,structural_min,draft_reply_capability,score,False,blind,100,100,0,0,79,79,0,0
main,10,med,1,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,72,28,0,86,58,0,0
main,10,med,1,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,95,0,5,53,58,0,0
main,10,med,1,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,58,58,1422,178982
main,10,med,1,structural_min,publish_discounted_thresholds,reconstruction,False,blind,100,62,0,38,29,67,0,0
main,10,med,1,structural_min,send_email_fresh_verified,score,True,blind,100,100,0,0,59,59,0,0
main,10,med,1,structural_min,send_wire_clean_window,lineage_allowlist,True,blind,100,82,0,18,60,78,0,0
main,10,med,1,structural_min,send_wire_clean_window,lineage_allowlist,True,degrade,100,82,0,18,60,78,0,0
main,10,med,1,structural_min,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,78,78,917,115135
main,10,med,1,structural_min,summarize_freshness_strict,score,False,blind,100,100,0,0,57,57,0,0
main,10,med,1,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,74,26,0,93,67,0,0
main,10,med,1,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,89,0,11,56,67,0,0
main,10,med,1,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,67,67,1422,178982
main,10,med,1,structural_perhop,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,57,57,0,0
main,10,med,1,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,blind,100,80,0,20,64,84,0,0
main,10,med,1,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,degrade,100,80,0,20,64,84,0,0
main,10,med,1,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,84,84,917,115135
main,10,med,1,structural_perhop,draft_reply_capability,score,False,blind,100,100,0,0,79,79,0,0
main,10,med,1,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,72,28,0,86,58,0,0
main,10,med,1,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,95,0,5,53,58,0,0
main,10,med,1,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,58,58,1422,178982
main,10,med,1,structural_perhop,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,67,67,0,0
main,10,med,1,structural_perhop,send_email_fresh_verified,score,True,blind,100,100,0,0,59,59,0,0
main,10,med,1,structural_perhop,send_wire_clean_window,lineage_allowlist,True,blind,100,82,0,18,60,78,0,0
main,10,med,1,structural_perhop,send_wire_clean_window,lineage_allowlist,True,degrade,100,82,0,18,60,78,0,0
main,10,med,1,structural_perhop,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,78,78,917,115135
main,10,med,1,structural_perhop,summarize_freshness_strict,score,False,blind,100,100,0,0,57,57,0,0
main,10,med,1,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,74,26,0,93,67,0,0
main,10,med,1,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,89,0,11,56,67,0,0
main,10,med,1,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,67,67,1422,178982
main,25,med,0,prose,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,60,60,0,0
main,25,med,0,prose,audit_requires_clean_window,lineage_allowlist,False,blind,100,75,0,25,55,80,0,0
main,25,med,0,prose,draft_reply_capability,score,False,blind,100,100,0,0,81,81,0,0
main,25,med,0,prose,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,100,0,0,59,59,0,0
main,25,med,0,prose,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,83,83,0,0
main,25,med,0,prose,send_email_fresh_verified,score,True,blind,100,100,0,0,61,61,0,0
main,25,med,0,prose,send_wire_clean_window,lineage_allowlist,True,blind,100,76,0,24,52,76,0,0
main,25,med,0,prose,summarize_freshness_strict,score,False,blind,100,100,0,0,60,60,0,0
main,25,med,0,prose,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,100,0,0,62,62,0,0
main,25,med,0,structural_min,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,60,60,0,0
main,25,med,0,structural_min,audit_requires_clean_window,lineage_allowlist,False,blind,100,94,0,6,74,80,0,0
main,25,med,0,structural_min,audit_requires_clean_window,lineage_allowlist,False,degrade,100,94,0,6,74,80,0,0
main,25,med,0,structural_min,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,80,80,232,28260
main,25,med,0,structural_min,draft_reply_capability,score,False,blind,100,100,0,0,81,81,0,0
main,25,med,0,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,89,11,0,70,59,0,0
main,25,med,0,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,98,0,2,57,59,0,0
main,25,med,0,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,59,59,674,82657
main,25,med,0,structural_min,publish_discounted_thresholds,reconstruction,False,blind,100,80,0,20,63,83,0,0
main,25,med,0,structural_min,send_email_fresh_verified,score,True,blind,100,100,0,0,61,61,0,0
main,25,med,0,structural_min,send_wire_clean_window,lineage_allowlist,True,blind,100,94,0,6,70,76,0,0
main,25,med,0,structural_min,send_wire_clean_window,lineage_allowlist,True,degrade,100,94,0,6,70,76,0,0
main,25,med,0,structural_min,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,76,76,232,28260
main,25,med,0,structural_min,summarize_freshness_strict,score,False,blind,100,100,0,0,60,60,0,0
main,25,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,84,16,0,78,62,0,0
main,25,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,98,0,2,60,62,0,0
main,25,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,62,62,674,82657
main,25,med,0,structural_perhop,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,60,60,0,0
main,25,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,blind,100,94,0,6,74,80,0,0
main,25,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,degrade,100,94,0,6,74,80,0,0
main,25,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,80,80,232,28260
main,25,med,0,structural_perhop,draft_reply_capability,score,False,blind,100,100,0,0,81,81,0,0
main,25,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,89,11,0,70,59,0,0
main,25,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,98,0,2,57,59,0,0
main,25,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,59,59,674,82657
main,25,med,0,structural_perhop,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,83,83,0,0
main,25,med,0,structural_perhop,send_email_fresh_verified,score,True,blind,100,100,0,0,61,61,0,0
main,25,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,blind,100,94,0,6,70,76,0,0
main,25,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,degrade,100,94,0,6,70,76,0,0
main,25,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,76,76,232,28260
main,25,med,0,structural_perhop,summarize_freshness_strict,score,False,blind,100,100,0,0,60,60,0,0
main,25,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,84,16,0,78,62,0,0
main,25,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,98,0,2,60,62,0,0
main,25,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,62,62,674,82657
main,25,med,1,prose,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,57,57,0,0
main,25,med,1,prose,audit_requires_clean_window,lineage_allowlist,False,blind,100,72,0,28,56,84,0,0
main,25,med,1,prose,draft_reply_capability,score,False,blind,100,100,0,0,79,79,0,0
main,25,med,1,prose,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,95,5,0,63,58,0,0
main,25,med,1,prose,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,67,67,0,0
main,25,med,1,prose,send_email_fresh_verified,score,True,blind,100,100,0,0,59,59,0,0
main,25,med,1,prose,send_wire_clean_window,lineage_allowlist,True,blind,100,75,0,25,53,78,0,0
main,25,med,1,prose,summarize_freshness_strict,score,False,blind,100,100,0,0,57,57,0,0
main,25,med,1,prose,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,95,5,0,72,67,0,0
main,25,med,1,structural_min,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,57,57,0,0
main,25,med,1,structural_min,audit_requires_clean_window,lineage_allowlist,False,blind,100,92,0,8,76,84,0,0
main,25,med,1,structural_min,audit_requires_clean_window,lineage_allowlist,False,degrade,100,92,0,8,76,84,0,0
main,25,med,1,structural_min,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,84,84,387,49031
main,25,med,1,structural_min,draft_reply_capability,score,False,blind,100,100,0,0,79,79,0,0
main,25,med,1,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,78,22,0,80,58,0,0
main,25,med,1,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,98,0,2,56,58,0,0
main,25,med,1,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,58,58,1058,134019
main,25,med,1,structural_min,publish_discounted_thresholds,reconstruction,False,blind,100,85,0,15,52,67,0,0
main,25,med,1,structural_min,send_email_fresh_verified,score,True,blind,100,100,0,0,59,59,0,0
main,25,med,1,structural_min,send_wire_clean_window,lineage_allowlist,True,blind,100,92,0,8,70,78,0,0
main,25,med,1,structural_min,send_wire_clean_window,lineage_allowlist,True,degrade,100,92,0,8,70,78,0,0
main,25,med,1,structural_min,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,78,78,387,49031
main,25,med,1,structural_min,summarize_freshness_strict,score,False,blind,100,100,0,0,57,57,0,0
main,25,med,1,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,78,22,0,89,67,0,0
main,25,med,1,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,94,0,6,61,67,0,0
main,25,med,1,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,67,67,1058,134019
main,25,med,1,structural_perhop,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,57,57,0,0
main,25,med,1,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,blind,100,92,0,8,76,84,0,0
main,25,med,1,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,degrade,100,92,0,8,76,84,0,0
main,25,med,1,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,84,84,387,49031
main,25,med,1,structural_perhop,draft_reply_capability,score,False,blind,100,100,0,0,79,79,0,0
main,25,med,1,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,78,22,0,80,58,0,0
main,25,med,1,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,98,0,2,56,58,0,0
main,25,med,1,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,58,58,1058,134019
main,25,med,1,structural_perhop,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,67,67,0,0
main,25,med,1,structural_perhop,send_email_fresh_verified,score,True,blind,100,100,0,0,59,59,0,0
main,25,med,1,structural_perhop,send_wire_clean_window,lineage_allowlist,True,blind,100,92,0,8,70,78,0,0
main,25,med,1,structural_perhop,send_wire_clean_window,lineage_allowlist,True,degrade,100,92,0,8,70,78,0,0
main,25,med,1,structural_perhop,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,78,78,387,49031
main,25,med,1,structural_perhop,summarize_freshness_strict,score,False,blind,100,100,0,0,57,57,0,0
main,25,med,1,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,78,22,0,89,67,0,0
main,25,med,1,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,94,0,6,61,67,0,0
main,25,med,1,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,67,67,1058,134019
death_spiral,25,med,0,prose,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,60,60,0,0
death_spiral,25,med,0,prose,audit_requires_clean_window,lineage_allowlist,False,blind,100,75,0,25,55,80,0,0
death_spiral,25,med,0,prose,draft_reply_capability,score,False,blind,100,100,0,0,81,81,0,0
death_spiral,25,med,0,prose,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,100,0,0,59,59,0,0
death_spiral,25,med,0,prose,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,83,83,0,0
death_spiral,25,med,0,prose,send_email_fresh_verified,score,True,blind,100,100,0,0,61,61,0,0
death_spiral,25,med,0,prose,send_wire_clean_window,lineage_allowlist,True,blind,100,76,0,24,52,76,0,0
death_spiral,25,med,0,prose,summarize_freshness_strict,score,False,blind,100,100,0,0,60,60,0,0
death_spiral,25,med,0,prose,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,100,0,0,62,62,0,0
death_spiral,25,med,0,structural_min,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,60,60,0,0
death_spiral,25,med,0,structural_min,audit_requires_clean_window,lineage_allowlist,False,blind,100,94,0,6,74,80,0,0
death_spiral,25,med,0,structural_min,audit_requires_clean_window,lineage_allowlist,False,degrade,100,94,0,6,74,80,0,0
death_spiral,25,med,0,structural_min,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,80,80,232,28260
death_spiral,25,med,0,structural_min,draft_reply_capability,score,False,blind,100,100,0,0,81,81,0,0
death_spiral,25,med,0,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,89,11,0,70,59,0,0
death_spiral,25,med,0,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,98,0,2,57,59,0,0
death_spiral,25,med,0,structural_min,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,59,59,674,82657
death_spiral,25,med,0,structural_min,publish_discounted_thresholds,reconstruction,False,blind,100,80,0,20,63,83,0,0
death_spiral,25,med,0,structural_min,send_email_fresh_verified,score,True,blind,100,100,0,0,61,61,0,0
death_spiral,25,med,0,structural_min,send_wire_clean_window,lineage_allowlist,True,blind,100,94,0,6,70,76,0,0
death_spiral,25,med,0,structural_min,send_wire_clean_window,lineage_allowlist,True,degrade,100,94,0,6,70,76,0,0
death_spiral,25,med,0,structural_min,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,76,76,232,28260
death_spiral,25,med,0,structural_min,summarize_freshness_strict,score,False,blind,100,100,0,0,60,60,0,0
death_spiral,25,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,84,16,0,78,62,0,0
death_spiral,25,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,98,0,2,60,62,0,0
death_spiral,25,med,0,structural_min,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,62,62,674,82657
death_spiral,25,med,0,structural_perhop,archive_all_axes_floor,reconstruction,False,blind,100,100,0,0,60,60,0,0
death_spiral,25,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,blind,100,94,0,6,74,80,0,0
death_spiral,25,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,degrade,100,94,0,6,74,80,0,0
death_spiral,25,med,0,structural_perhop,audit_requires_clean_window,lineage_allowlist,False,rehydrate,100,100,0,0,80,80,232,28260
death_spiral,25,med,0,structural_perhop,draft_reply_capability,score,False,blind,100,100,0,0,81,81,0,0
death_spiral,25,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,blind,100,89,11,0,70,59,0,0
death_spiral,25,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,degrade,100,98,0,2,57,59,0,0
death_spiral,25,med,0,structural_perhop,payment_no_untrusted_taint,lineage_blocklist,True,rehydrate,100,100,0,0,59,59,674,82657
death_spiral,25,med,0,structural_perhop,publish_discounted_thresholds,reconstruction,False,blind,100,100,0,0,83,83,0,0
death_spiral,25,med,0,structural_perhop,send_email_fresh_verified,score,True,blind,100,100,0,0,61,61,0,0
death_spiral,25,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,blind,100,94,0,6,70,76,0,0
death_spiral,25,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,degrade,100,94,0,6,70,76,0,0
death_spiral,25,med,0,structural_perhop,send_wire_clean_window,lineage_allowlist,True,rehydrate,100,100,0,0,76,76,232,28260
death_spiral,25,med,0,structural_perhop,summarize_freshness_strict,score,False,blind,100,100,0,0,60,60,0,0
death_spiral,25,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,blind,100,84,16,0,78,62,0,0
death_spiral,25,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,degrade,100,98,0,2,60,62,0,0
death_spiral,25,med,0,structural_perhop,summarize_no_unverified_taint,lineage_blocklist,False,rehydrate,100,100,0,0,62,62,674,82657
